username,numPosts,numFollowers,numFollowing
OrtnerCapital,277,8,7
nacos21,31,7,62
Cello,136,9,9
Ana8589,189,7,25
adnano,5,8,92
TomSkondro,109,47,68
JonGrows,304,13,27
Merdenomsuk,76,5,11
TheUnintelligentTrader,15,5,8
Xarbin,79,21,274
InGenier,54,5,63
oscarrob,45,8,78
voetje87,10,6,46
Jax21,137,9,53
simongraytrader,54,10,8
3Bees,496,29,74
ShadyCapital,44,9,49
MaxISoP,239,5,13
theinvestorlab,6,13,2
CourtneyMcDaniels,96,15,67
BIGASSTrade,5,5,41
Sailtrader,8,15,141
samjellett,10,8,7
erkidd,16,8,84
Ronin_trader,7,13,4
bvar,13,20,3
Sharbel,150,8,25
zenix,6,44,42
chuckeee,383,10,7
TappyTibbs,1161,6,15
Matt13286,44,36,50
mdotcda13,162,7,51
mikecullennj,78,12,64
BeachPiggy,403,5,43
dsherrill,61,83,139
Mecro,1725,7,59
SinkorSwim27,13,12,48
jimcam111,7,11,8
jzhen,154,25,157
Celestial_Investor,21,5,62
cherylswanson,6,12,63
JohnnyWall,11,7,18
Baylenkm,195,11,26
TroutMaskReplica,60,12,17
WolfInvests,154,7,3
sam7usa,170,41,248
YoungMrThompson,11,21,39
smusa700,124,17,163
jtown23,33,5,2
mariomcc,15,28,172
sambiggs,558,17,127
SpeakFinance,9,47,687
mdblb05,21,5,66
Randyran1,18,6,53
BroStocks,25,5,17
OptionWorkshop,49,8,12
CAtraderTO,31,15,34
IchDien,468,5,12
Eques,46,9,14
MikeyMike,119,12,105
averagejoe,22,5,9
Steve_Lee,95,10,48
dweinste1210,28,6,5
jrock452,374,38,130
Tealy,120,8,21
nick4545,187,5,9
brentttu,89,6,40
ahmedibrahim,10,6,27
Luen,10,5,44
vballsmith,374,41,299
BTFD,342,5,2
stktalk123,121,5,18
mrf1trader,46,5,18
shorttermtrdr,116,10,54
TiTrader,123,18,35
RDangerously,12,32,219
rookietrader,6,13,31
maxkilb,7,7,1
brambles,202,9,0
Vinny34_1,83,11,70
firstcity,13,9,117
NewTrader123,622,8,56
tviani,9,5,44
jma7889,5,5,2
Shezan01,67,7,68
worp,23,8,23
weretailinvestors,99,7,70
CapeCodTrader1,28,9,32
stocktrader67,5,8,16
Ela75,33,6,108
LakeLBJ,13,9,62
Coux11,39,5,46
MCRen,430,7,20
NanaBenana,7,15,112
A_Lone,473,13,0
Leeroy_Trader,4309,36,4
lestercorp,17,11,36
the872,864,52,2
Huntee,40,10,52
ptrpomorski,105,23,75
SFCcapital,1850,66,44
Petermw,403,8,13
StrongLikeBull,566,5,7
chilipepper502,12,13,91
SteveODamus3,504,26,12
Azaria,227,37,95
Gnarlly,259,5,0
BonzerWolf,47,12,87
luciano35,26,9,23
Aceytlca,27,21,118
AZCatherine,52,13,121
foxwavetrading,116,20,110
KaizanManagement,46,7,24
josemar19,689,22,124
wealthyindustrialist,1227,12,3
Coloradotrades,797,36,36
BlackBerril,4105,42,16
VantageFX,317,35,148
dominicanster,87,5,30
acullen325,54,12,49
ArrCeeBee,32,6,62
ablanco32000,23,19,184
FXTechstrategy,12,49,0
gamefisherman,129,5,62
turofutures,14,23,2
KrayChi,583,10,16
saadshamim,18,91,5
ShaneMalott,6,16,105
OspreyRI,39,12,107
tyla858,1548,21,82
popmaster,50,8,85
investor99,15,25,6
punkskier,57,5,20
deanacres,15,35,35
kaprikorn76,60,29,129
bozing,9,44,2
long2016,393,8,22
bullishbear88,92,8,23
gheine2012,633,19,93
mrtrend,28,11,86
lfisher,6,36,0
Cellucch,69,6,81
Danielvincer,8,25,10
kraig,178,6,68
maxhigh,5,43,5
energysupplyman,60,5,13
pm02135,7,83,3
sailorlion,58,28,0
SnakesnSparklers,10,20,1
Vulnavia,27,79,0
fonil,17,5,14
jm16jm16,6,27,12
lcoley_99,115,5,63
tweetie,72,29,132
sindrek,13,68,87
CNOTE,100,9,28
Tado5,155,5,4
JohnCaccavale,7,5,18
lakecrescent,20,6,73
Mickyjames,48,6,61
medo2852,2450,66,518
myforexgain,10,23,398
WinningTrade,61,5,16
roxanne582,8,7,84
sgarbone,33,17,107
joshtx,133,9,0
mymuhsi,194,6,5
spectrumATM,13,61,349
anishteli,6,5,11
msumak,108,31,97
Randymac,359,5,12
NinjaTraderRyan,12,49,116
RaySosa,6,6,69
MaxxW89,32,5,50
funk101,60,6,7
Shazoom,6,5,35
Koseckifam4,29,5,48
pipsarul,272,7,43
isayimnothere,2539,7,65
KansasCityTrade,9,8,15
Keef,404,48,14
gktrade,9,41,456
keatrader,31,10,19
Lim_Derek,24,21,44
acroglobal,70,6,11
CraigStamps,5,13,0
AllEconomists,115,23,29
therealdjb,2577,47,156
A_Better_Broker,43,5,29
SurgeFX,137,99,217
indigo64,299,40,121
jjblacksheep,10,44,113
humphreykebaya,6,24,5
microbiotech,28,17,132
RArnold,7,5,3
omegaAgile,25,8,106
TradingTheBox,50,29,117
edo374,1053,34,98
Chicagoblackhawksfan,99,6,27
VikingInvestments,50,6,39
goodchild,45,6,23
eagles2473,5,6,59
mcquak,34,6,2
ThinkForex,85,13,8
Pipstars,150,15,5
superdja,1071,6,39
investmentinfo,33,165,108
TraderJCL,145,62,10
profxtrader,720,371,273
Mazagra,379,17,60
mithunshetty,82,17,103
archersignals,35,7,63
DaxTrader54,840,173,86
DailySwings,98,6,7
SwollenRobot,422,5,1
rocketrading,138,5,11
Akhmeem,26,11,66
usdjpy,6,8,0
DocO,2556,16,3
MarketStrategy,321,38,57
superbartek,122,25,31
PinkieLotus,1013,22,34
suffendi,43,49,93
OneManWolfpack,864,39,12
fernandomklk,32,14,221
zvickyhac,38,5,93
mley714,7,62,6
fredoltarsh,5,6,0
FallnAngels,21,6,26
swingtrdrt,131,12,88
kaushm,6,110,13
joetheprophet,10,59,17
mztknamll,1601,51,146
tg2008,15,160,1
TacticalQuant,2296,175,214
caseyfjones,21,65,10
lancesl,87,46,59
DeanWitterReyno,7,12,3
Rocketman,10,90,17
tradingalgox,57,19,114
hodedofome,15,16,44
Deal61,124,42,33
zach489,52,28,10
rqtdi,17,59,99
DividendGangster,14,11,5
AvrexMoney,27,10,6
tivoboy,4783,108,23
Mapguy,529,14,1
Sunchartist,9,22,7
MatthewBrenner,693,52,254
bradgatewood,391,8,6
777Saron,203,5,33
1Best,69,13,0
Pete44,95,84,111
aku,34,7,88
marketmakeredge,32,5,13
Pilottrader,73,6,2
PaulDriverUK,7,17,85
KCKLASSIC,465,9,18
Ecantoni,19,63,52
yogi,16,38,433
tradercast,1098,106,101
lilika02,765,11,11
shark_finance,1704,74,6
valuecharts,195,37,65
sopman99,769,18,62
yaniv,22,6,37
selamtewab,21,81,181
BullyBz,35,6,5
Mahes,51,6,30
ed1729,8,12,229
SKIRA,140,6,26
gzibordi,18,9,13
17_6YrStockCyc,5,21,9
forexinfoit,121,31,63
brigitrader,46,9,16
mkdeep,703,61,539
cjgee1,21,14,178
azeroz,15,49,7
patrickfxm,845,57,4
boedihardjo,790,10,0
pippin,24,6,9
kennethtong,219,8,18
mptrades,382,29,7
ramyattalla,147,11,4
a02146828888,23,8,8
ZeroDelta,798,52,284
WashParkNet,28,16,8
LouGalbraithCPA,89,18,40
HoodSavior,680,26,27
HedgeFund360,98,6,0
traderpace,194,13,24
BigBreakouts,6,9,45
paul2k99,1742,37,113
carrytrader,57,35,73
SimsonFinance,29,32,171
sandsmoney,70,21,251
camster,6,9,37
karmic_devil,28,8,9
natski90,18,14,57
pierrepham,213,9,1
LongSqueeze,464,30,64
drsanantonio,10,7,30
anchorinn,25,27,285
audusdpair,52,20,1
leotheyoung,260,13,77
vimalv,5,28,134
askchrishetrades,20,144,45
rayrohn,214,7,10
Lefteris,842,53,413
berkek,3558,153,29
kiddjones,102,41,25
activiststocks,3003,641,248
wallynex,22,9,28
manelnogue,16,6,46
izzy325,487,163,286
meforbes,41,6,43
michaelportfolio,8,8,66
KevinSDS,7,5,3
lribaut,5,11,117
MrRandyMarsh,205,17,240
bios2know,120,8,62
Nickvee114,34,16,165
mturpen27,59,5,120
smallfry59,46,34,468
crystabelle,5,7,4
stockguru,17,5,4
WOHIII,63,7,30
Paranoid,21,5,16
BrowneyedGirl,12,6,33
OnlyMoney,152,8,17
PeruvianKnightmare,274,13,62
j00az,37,5,8
FastTrader,7,5,8
johnbear2011,8,8,23
bsim95,6,14,73
barton8r,7,12,123
thewiz,180,8,2
phikapme,25,6,11
lewispatejr,5,7,38
maximeprovencher,5,5,6
twitwwit,17,15,55
OptionRoyalAssassin,99,9,54
genomicist,9,5,16
WhereisDagnyTaggart,82,5,8
ryan561,47,14,528
bovosh,181,8,18
phelps,24,7,26
ukee,9,5,44
tradesmartly,100,8,77
cajbean,13,5,85
packetB0y,383,8,28
TheWonPercenter,91,5,48
Rdouglas,16,5,30
Labstogo,40,5,13
stockbeast,18,7,10
shotcal,20,19,228
FXexaminer,1251,119,67
WBPOnline,783,157,1991
Jamesmlevy01,8,9,3
hanktrader,73,6,4
Tradewise,6,5,6
carlfx,16,8,9
PianoPiano,307,10,23
drupadk,7,5,81
pakshak,379,8,58
RestrictedTrader,77,5,2
PokerTrader,40,8,7
nickcorn,316,5,12
prasanna_sb,62,5,41
Phazer32,39,17,168
terryb8888,9,5,2
jmartz101,876,5,15
TitanTrade,178,10,15
beetlejuice,6,11,40
citfall,24,7,74
TradingManagers,27,5,8
ArtFord1,68,9,21
moshe,18,12,65
JOHNNY_THE_BULL,96,7,4
dly,135,5,34
chompi,119,8,91
Chache32,831,8,28
bigbullandbigbear,140,10,29
giomoney,403,5,2
averagetrader01,537,7,1
turokman,277,10,33
Dpantazis82,14,9,98
devo,13,8,5
JoShmow,80,8,41
ChrisMcell,36,5,11
raydoyle1,12,13,214
TakTiJeTo,30,11,225
bullionbear_Dan_Hoydz,85,6,61
jmclenjr,140,5,2
investgrowth,109,6,6
TimBlazedman,112,7,8
MoneyInMotion,287,19,16
FredWR,339,22,14
Aynkorn_Shortskweast,938,29,7
TrustedBinary,3703,120,63
Jacksonvestor,145,25,24
koshlong,58,19,26
nrobbins,6,7,5
IshdeepHazuria,947,48,29
pjj16,817,27,61
Nautical90,716,11,15
mtsangaris,186,28,40
CdnChartist,206,37,37
SteveO_CFP,16,19,34
Fernandinho,504,34,24
sb123,275,25,50
camthesixth,6,11,11
vijay41,69,5,8
PrinceCove,41,14,15
Ubutrader,265,20,102
johnpiasetzki,10,5,3
jazzfusion,369,41,279
slowslimslider,8270,96,21
ascot,117,14,94
tanalee,310,6,12
RickDaw,275,8,8
Paulwall7789,147,8,50
PiranaTrdr,241,6,1
comper100,150,13,22
andycee,201,7,5
PeterBryans,15,20,164
strategymizer,5615,120,18
gakrum,1246,73,0
Capitalhaven,156,9,6
TheKurgan,1225,22,24
simonsays452,889,58,38
RottenAl,4540,64,2
shannonpat,1783,20,15
tadaka,1887,19,4
piecesofvinyl,1370,17,15
spawn1511,380,23,45
charliehartel,679,56,57
barestock,531,17,35
CoolAqua1,156,16,125
MrDayer,1052,96,88
dongmany,1170,15,69
SuzanneAnn,2610,72,90
TheCheshireCat,111,24,144
Grumblebum,656,7,67
greymatter3000,34,10,40
geneboy123,1783,12,6
kobechrome,416,5,6
Stockcat01,165,30,329
JBtrading,18,13,7
MrJeck,115,10,61
kesefminolon,624,5,1
db_racer,196,5,3
randomrob,184,6,16
Bushido,90,5,6
kiran_medarapu,707,15,14
_Shaan_,2306,38,11
mathematics,4935,75,32
JeanLuq,1616,21,16
Chemistweet,410,12,18
ybfmiami,1056,21,32
tradingedgemast,45,6,0
stocksone,476,13,24
Kzoopost,11,10,30
PhillyBullRun,652,11,10
WillyBuffet,884,13,4
CapitalCube,266,11,7
Lama,1210,70,23
JQ28,800,11,96
ES_Fred,763,74,192
TheNovel,803,17,38
CESAROMSE,809,21,9
sandhill,1014,19,7
JimInvestor,4964,70,62
shescrafty,309,8,83
Fr0van,3052,23,57
JaeBreezy,186,15,111
aazimi,28,11,59
TradingWins,276,30,19
PeakProsperity,209,6,14
marcostaccolini,126,9,117
NanoCaps,32,14,61
BeRealDontGuess,144,5,0
dsybot_ST,551,31,215
SteveellisNc,11,7,128
jarsch,1502,116,180
MAS1271,1519,71,281
MacTrayder,15,5,7
jonathanilawrenceceo,46,5,192
Stocks_Plus,23,13,13
InteractiveBuyside,124,8,0
Numismatist,444,14,44
casualtrader,2160,12,64
champino,646,5,62
eaabban699,87,8,93
DankInvestor,1024,40,386
justinmayet,281,15,159
manny1,273,5,61
StreetLife,328,8,18
Clock_workorange,300,13,86
moneyboobooo,714,17,30
JamminJoe,215,5,5
stckwatch,829,96,99
livingmydreamz,24,8,23
Stockdotnu,79,16,95
Aalup11,456,8,61
richardms20,110,15,112
walrusofwallstreet,245,8,15
piggywiggy,61,5,21
ModernWallStreet,1890,1661,177
DanielStrom,20,5,42
traderod89,123,23,75
DefensiveTrader1,46,6,60
stockking123,408,8,2
mwwile,14,9,115
Geni,477,60,62
Trades4Pro,45,8,85
robottrader,33,11,122
NADProfessionals,14,6,62
connorfitzgerald85,134,6,62
dhiebert,8,13,90
bgogolf,262,6,14
Elster,336,7,11
shabba_ranks,27,5,22
youmaysayimadreamer,394,24,144
WLanphier,30,5,90
catchermag1969,338,5,10
84JMS,316,6,42
RW101,457,8,5
lasvahgoose,5,5,69
Merkava5319,6,5,4
BullLeash,11,6,105
Carl10,134,5,40
STK_Rider,11,5,16
NunoCharts,23,9,53
reopentainment,58,6,214
new_trader14,257,7,115
rrra,52,5,71
IQstockpro,25,10,83
cookyjones,298,17,117
Silvi,10,5,12
tph4,8,5,12
decidedlysmooth,18,5,88
walidjaradat,10,17,10
Littleant,651,16,47
rorer7,48,8,123
nesisaucy,373,8,9
MissHilton,32,11,59
euguys,655,16,64
GearRhino,6,7,56
MKTEyewitness,255,70,42
SleepyInvestor,54,9,65
kelv,14,5,13
anotherstocktwitter,559,5,41
Conor,29,24,116
DarioGekko88,30,5,70
bolsayavivir,157,6,36
ParrValueTrading,272,31,77
artuncio,1197,90,164
LetsTrade,97,16,70
ichutney,336,14,89
ConditionBlack,165,8,8
MonsterMnD,37,13,137
LineOnJiza,10,8,87
N3v3R3nD,65,5,23
JRamsbunctious,30,39,182
ChasingGains,221,15,95
VitaNovaStocks,256,16,32
PSFlyersaysso,111,32,217
traderjflaw,4114,56,53
rottenplantains,8,33,230
PzzaGuy,81,38,223
scapinvestor,85,5,43
durdharsha,16,16,15
cowboyinvestor,11,29,174
aonehustle,7,9,82
nickoftime,507,5,65
Richard_Robbins,29,9,42
RickJamesStockOperator,916,18,0
Talmoon,1386,16,6
Joe1979_,10,57,413
Billybass,477,6,6
colaroaster,247,6,12
DrItzZ,397,35,54
beamin1,134,68,339
kencoop,1066,24,48
VTSwingTrader757,964,16,31
Kash334,25,6,7
pnradha,16,6,61
trader_fred76,11,5,83
JoaoCarvalho,35,8,84
MrCal,552,5,13
SimpleLife,1346,9,8
bobbarker,515,5,4
ddimas,618,16,118
BBRY,166,11,3
Terrain,577,8,0
tmurray,3637,29,53
TheLionman,2592,43,49
Hakk,59,8,23
ElToro03,378,11,4
Intidesi,439,5,4
joecoffee,198,26,367
iamjoef,852,27,1
longshort777,474,68,162
Itradecandles,17,6,53
sonikg,14,6,3
sbning,192,5,10
mesmoothsailing,764,20,57
BoilerRoom,43,24,183
CorePositionTrading,68,14,4
rick8862,612,30,268
BennyMushu,3165,110,31
jairosantellan,445,23,50
tickerwatcher,142,8,51
TradingRealMoneyCom,7,8,87
FAP,512,6,60
TheHouseOfTrades,202,11,59
Looper9489,342,6,5
BHR01,138,7,42
IamWithU,654,7,60
Carpathian,1993,57,67
Grones,22,7,5
junewong,5,10,43
OptionsB,697,27,134
exitrico,60,6,97
1stCav,20,5,5
Dango62,87,5,58
Barnstormer,1368,16,69
BullShiz,250,6,75
ATDF1000000,15,49,620
diabolik,1533,12,62
I_JUST_LOVE_TO_COUNT,152,5,65
K_Won,329,9,33
CanadianEquitiesTrader,39,12,3
chadtempest,34,20,49
Greenscreendrug,1389,68,0
coy,27,5,5
Chase88,577,55,18
DrTurkman,347,35,93
MZaccardo,449,12,6
elitedaytrader,54,23,60
kevc99,15,7,16
Biobull,952,24,26
PreciousRoy,2196,15,35
miro,11,9,145
MoneyMakingDude,1033,13,3
rwchristensen,292,13,60
Jcarnero,21,5,30
Maniac,5,63,548
OilInWaterRph,239,13,43
trendeeze,1684,21,27
BioTradz,490,6,30
Hounddoggie,752,19,65
mro514,635,9,40
magicmik,1177,9,0
fourkey2001,870,32,145
cg291253,32,6,111
jeffsax,547,42,5
CoachPop,186,8,102
dojimaster,8,137,962
janer,323,11,81
Wdaytrade,297,7,19
jimbeam,5,8,0
serafino,12,7,2
tedkavadas,34,7,0
spiderhay,8,8,2
Harryhog,28,5,60
itenginerd,5,7,21
itamecodes,861,7,77
Yankees2011,470,8,37
ozzdee,1461,10,7
jpearl,142,24,130
zahirrahimi,5662,32,18
thar757,141,15,6
luckyshoe,59,5,60
thai0911,617,17,68
webdave2000,259,22,9
hardyboy74,984,23,3
Minister_Maud,296,6,61
Shayne12,1241,33,38
Alien_Lifeforce,640,7,71
Stockjoint,3430,69,132
easymoney07,26,16,0
alerter,958,13,13
Elephantitis,806,11,95
vincente55,403,7,20
tchalaa,776,26,45
dafnalia,48,10,10
biotrader101,162,6,70
Simonpoiree,1139,30,63
kmit15,485,30,75
Garsinii,41,8,16
Jmac86,2819,7,73
Johnny_Geezy,1766,13,16
j96,230,7,27
DDSeeker,1195,35,41
TedCruz,1385,117,50
mah311,103,5,63
ngupta,1895,43,83
knavedave,21,53,279
trading_star,373,16,119
WinningStockPicks,861,47,149
SergeantTrade,702,14,60
vdkooy,209,7,61
wstreetny,86,5,7
talkn2mike,755,7,83
treasurehuntertoday,102,17,148
areuayankee2,364,11,122
BuIIsEye,2742,40,28
thomasim,420,16,112
audiobookprisonstories,963,32,26
GG_QQ,470,9,35
Aaronhebert88,462,20,113
stockpile,632,11,66
blah333,909,7,26
spkarnati2009,276,22,67
frumenti,756,13,23
evanjiongco,402,9,5
thrifty669,107,5,63
Andlin,5,12,62
Gtgt,123,28,68
BlackjackAces,5181,31,8
LordOfTheLight,268,8,2
opsguy,2299,12,2
Kittyhawk1993,32,5,27
liahall,71,7,29
rockstudricky,74,11,70
jj297,47,13,61
dwcarter654,304,6,63
CapShock,39,12,178
StephKing,850,45,69
rawal,103,5,60
JWin,574,11,76
cortessteve,5,79,20
KollegeKid,772,11,16
bioexec25,941,17,64
matosjr,144,5,76
WallStreetIsNotEasy,2035,49,96
First_Financial,40,73,0
tylertech,311,71,13
WestportWPRT,122,92,2
Nadex,15,61,59
MNKDlong,13,17,169
FantexInc,9,44,55
wwwslinger,43,45,59
DailyFX,732,82,65
AdamY,870,24,175
YumBrands,49,95,49
ProYoda,313,8,80
johnquep,969,13,60
BelievesInMannkind,380,5,60
jammnott,669,7,62
anirvanghosh,120,58,93
amtrader82,299,8,57
jamesmas11,426,5,7
DaveTDtest,9,27,60
Spunky,593,5,61
Afrezza,284,8,62
rrosso0710,11,47,61
IronMountainIR,64,36,12
SyscoStock,40,75,3
Bankrate,145,63,0
ClickSoftware,160,77,5
DigitalCaddies,47,44,1
TRC_Companies,115,39,0
Tellabs,75,94,5
Perceptron,44,65,0
ViktorM,855,63,716
PBnews,37,68,14
Encana,32,45,0
RPMIntl,204,62,7
Intralinks,22,62,25
ATT,133,170,0
southpaw666,430,7,17
aaplwit,204,5,2
rmkenned,9,7,39
Luxottica,161,104,38
FHCO,17,52,4
ALK_IR,360,66,0
Aimia,331,80,0
TeekayOffshore,85,50,0
TeekayLNG,53,57,2
TeekayTankers,77,65,0
TysonFoods,28,72,78
TeekayCorp,210,67,4
bilo,29,8,52
Ryder,119,82,5
NovatelWireless,40,92,6
AmpioPharma,20,46,4
ProgressiveWasteIR,78,42,0
KitchenKen,60,6,35
Venaxis_IR,18,46,0
misonix,10,60,0
NeoStem,7,72,0
Ligand_LGND,72,59,0
ExtraSpaceIR,132,54,1
NuPatheIR,88,71,1
PFNir,89,46,0
Cereplast,150,77,36
ComstockMining,9,36,9
00chenll,41,6,0
GrossePointeBlankCheck,128,7,7
allot,16,67,6
LogitechIR,107,55,0
DHX_IR,95,42,46
UrEnergy,38,91,80
ContinentalGold,29,40,32
garyantonacci,75,33,39
Naturalgastwit,1322,17,0
bigmoney03,259,45,51
DiverX,1074,34,75
justcor,19,14,141
kriggely,245,12,26
techsavvytrader,100,10,3
thetruth77,968,12,72
gaspardorey,17,57,323
zl138453,240,6,68
MysteryIncc,2557,13,4
jlobofer,14,5,4
NOBAY,669,8,45
DrVolvo,14,5,59
soldierofcourage,1559,29,89
Oracle888,4034,85,9
petey6278,1290,19,68
onebase,761,26,6
Collin1961,657,26,60
jasontoupes,819,8,52
toomanyshares,1470,10,66
Therealedwardschwartz,36,5,8
erikledin,36,5,47
GEO4204,96,6,72
sunnygoklani,57,9,105
ol_school,1368,22,68
NerdTrader,581,19,55
jeffreyliu520,445,9,74
gtucker7848,335,18,1
russgross,1703,19,5
sierrashawn,1185,7,13
Bigham,767,10,4
Mankind,305,5,85
darthbuck,627,17,16
JordonCates,1113,26,20
deke,574,9,65
Enronitis,24,6,61
apogeedes,277,7,64
mikemussina,1259,25,65
newmoney12,220,8,5
PTTT,298,5,58
studebaker_sam,305,6,0
BiggyD,2018,50,46
stockhitter,522,35,61
Matt97M3,100,16,43
quaddeuces,787,13,62
orlandoosuna,375,12,116
Caleb_kb,99,9,62
halofive,862,7,9
smallpotatoe,1805,23,61
Thegoatofstocks88,322,7,2
evanborch123,3772,63,3
Rizzle,222,15,60
yesitrade,152,139,11
ImaginaryMoney,367,30,10
maybitsmee,419,6,4
sallynew,652,38,9
jimmby98,393,6,65
RedCedar,2725,26,2
softhardware,727,15,88
pedellen,489,10,49
rwaliany,9,9,60
vegaskiller,850,14,8
Tsteven,810,40,411
Dikkepei315,1133,10,14
Canadianinvestor85,385,10,40
surfolas,658,26,33
kerryg88,28,23,2
balkantrader,114,9,31
sheefo13,468,5,67
TheStinger20,1570,6,60
cap9963,192,5,68
TradeUpInsight,475,8,60
Groundzero0110,527,26,35
HarleyGuyNYC,148,8,11
tkr,377,6,2
VISA,497,10,7
glen2813,345,18,139
rocketfeller,2054,41,5
bptrey4,769,48,19
In_the_Money,514,13,62
Averysdad,1811,39,51
dave_83golf,368,10,4
ErikFridman,11,6,23
joerubinchak,61,6,105
Pacman81,151,6,17
WallStreet_3,555,51,69
Tomberry,755,14,96
CheapSheep,2501,32,74
patarstar,324,13,6
1kpercent,220,8,6
stpayne55,661,13,63
conservativerisk,368,5,59
ATFuturist,6,10,36
Arse,272,19,58
jonzy15,520,7,1
aby1,1141,11,56
aymankkhlifat,1117,233,4
tradingmastermind,5,6,111
mspgnl,62,6,61
Rustygriz,311,5,5
WallStDoc,513,12,60
mdwag316,62,7,60
forexploit,105,34,0
positano_pete,463,6,63
BiffCo,764,27,16
OneFunFrogman,1439,28,17
Rumsfield,55,5,19
Bulllogic1,1623,30,9
hombrezuero,662,43,42
DallasTrader11,1466,43,6
forexfx4x,5,81,44
madturk,734,51,25
MCarrilloFX,26,51,49
upso,469,6,36
JoSquared,355,22,28
Y0DA,14,6,15
SWiSH919,599,15,27
Johnny310X,6950,70,0
HappyShorter,429,7,2
bsimon,896,31,64
ImmenseTrader,87,7,57
WatchIt,1012,23,190
BBEbal,8,19,133
stocksinthenews,15,7,0
wasim777,1607,14,55
NJSEquities,229,11,41
SwingHstlr,1121,20,31
marcge81,674,15,67
TheHedge,29,6,69
MrEvilPirate,1045,5,2
SleeperTrade,37,5,20
punkcap,913,18,17
TheJesseLivermore,147,56,48
Bottom_Picker,422,14,77
lionstigersandbulls,293,15,58
diligent1,292,13,44
almostatrader,1810,91,138
EatSleepTrade7,210,57,56
Apimentel,458,9,60
Elessar,744,17,30
FutureTense,344,13,95
rbar88,296,5,62
Mehow,1044,22,21
SolarStroker,2575,29,32
liontigerbearorbull,128,7,59
JDK_96,393,24,65
xanaduflow,263,15,91
AlDem,994,72,197
marks1,465,11,16
JenWilks,41,6,24
Stocks_General,265,15,13
BadMan,343,7,12
ARealist,739,7,7
TheWealthyAddict,2390,61,89
Traderificlyvicious,31,6,57
yft212,158,5,41
Wichoo,237,5,13
davidkozin,51,8,71
Squalus,304,7,64
azar2azar,2341,17,59
PatrickWillis,315,6,31
markvii,235,5,66
FrivoloUS_Life,221,6,43
j2o,122,6,18
jasper44,5,5,109
caa,24,13,217
GreenMoney5,345,5,0
Steph_Curry_Boiii,965,5,3
ilsuffiradunsigne,435,7,38
guerrajosea,31,21,288
kaoru,161,5,0
market_ace,167,6,4
Sark,226,5,3
G70,171,5,14
ZeroVolume,73,5,30
Trans_Am_Pete,517,14,93
RemoraATL,381,7,12
Cashtrend,142,9,15
PT1,197,5,15
WFive,30,5,63
Seluceus,597,12,9
bryankeithc,6466,39,14
auggieboukalis,3378,8,2
mageorge82,2391,14,8
Bronsolino,122,8,6
trying2brich,617,5,4
CrunchTime,10027,30,60
2stix,998,10,12
ShareVestor,1262,6,0
jaych79,214,5,19
WSICTrader,430,11,17
Dustylawrence,421,7,2
chuxj,106,8,45
Da_doughboy,511,19,29
JPres,159,24,189
Piere,2646,16,25
G_i_Global,129,18,125
kboyd78,509,6,9
tlp,2862,22,1
Lyndoncore,142,5,3
yifense86,624,43,108
Myriad,366,15,135
JRup,1008,11,12
Schopenhauer,1261,19,11
grump71,347,5,2
Ford_Timelord,758,14,31
luganotrader,423,100,1088
wadearnold,154,9,21
Tahoma_JB,339,13,4
stoxdd,1172,10,13
AutoIndustryInsider,64,6,63
AATrader,17,7,7
stallion562,76,7,20
NoleKsum,2424,27,56
profitonly,588,13,26
c33,211,6,39
garudad,28,5,5
CEOEddie,60,9,65
jimmehb,75,5,16
benny_the_jet,168,6,73
JTrade16,149,5,62
Foodie81,22,9,76
Alphablast,286,10,134
BlazinBones,561,6,3
Mr_Bear,1382,18,12
jdsmartgerman,1513,21,16
C_Hira24,322,33,62
JheartJohnny,16,9,61
stock41,573,8,24
stockwisedaily,333,5,60
EddieMush,2720,58,46
stavrobravo,435,5,14
monkeysurf,117,6,13
winkj1,98,5,60
FerreroRocher,1131,27,116
John_A,1571,33,86
tjohansmeyer,42,25,46
90PercentTrader,123,11,33
AlphaFX,126,5,16
prooftrader,21,8,4
Dutchsloth,145,7,23
nyg687t67yu,270,6,60
million36,96,6,34
bopdubop,369,18,54
GrowthDMC,383,18,14
BlockTrader,180,11,25
masantoshima,82,7,22
flowomo,1242,17,16
Omarsal,64,5,30
NextWave,294,5,0
Steven_bui,182,10,45
Bull_Boy,355,16,123
jp89502,61,5,26
Wsnews4investors,1447,105,1986
4down7togo,41,13,126
CraftyMofo,34,7,28
AmmadC,161,6,89
dropctune,186,5,64
trader767,90,15,50
don2,773,18,110
Radwan2507,322,5,17
jeffvrng,725,6,17
Hargreaves2,5,6,57
OHYea,406,8,73
LeaningBulls,142,6,60
Glassholeo,886,7,2
skcotstrader,100,7,8
zackz1n,8,6,77
Ltedesco78,321,7,25
mikeabramovich,84,5,46
Jobu,408,7,66
joejoeyg82,25,8,111
huma0008,18,7,103
Equitymasters,143,7,102
pheeenix,196,5,17
pocarrier,411,15,79
al3xa,24,7,35
Huskers141,8,6,15
wswatcher,190,10,235
tradedragon13,8,5,136
Darkdaze,9,6,90
cudi,117,6,117
Acardwell,8,7,3
hollywood328,25,6,54
TradingFuturesETFOptions,109,10,12
ljd2076,99,9,74
camboni11,212,5,4
retiredmd37,53,10,17
oatv308,13,6,82
Peeptrade,13,5,111
diricojustin,122,6,75
tonivallen,29,5,73
sverrisson,197,6,71
MarcusDobson,90,7,90
